Actual_jobs,City,State
1,Tappahannock,Virginia
0,Richmond,Virginia
3,Spotsylvania Courthouse,Virginia
1,Cumberland,Virginia
0,Pennington Gap,Virginia
0,Martinsville,Virginia
0,Rustburg,Virginia
0,Ashland,Virginia
0,Massanetta Springs,Virginia
0,Gargatha,Virginia
2,Luray,Virginia
1,Covington,Virginia
0,South Riding,Virginia
1,Pocahontas,Virginia
0,Pamplin City,Virginia
1,Weyers Cave,Virginia
3,Brookneal,Virginia
1,Blacksburg,Virginia
0,Mason Neck,Virginia
0,Bull Run,Virginia
0,Triangle,Virginia
2,Williamsburg,Virginia
0,Forest,Virginia
1,Capron,Virginia
0,Mount Vernon,Virginia
1,Burkeville,Virginia
0,Petersburg,Virginia
1,Rural Retreat,Virginia
0,Dendron,Virginia
0,Dunn Loring,Virginia
2,Goshen,Virginia
0,Dooms,Virginia
0,Cedar Bluff,Virginia
0,Shipman,Virginia
0,Cave Spring,Virginia
1,Fincastle,Virginia
0,Orange,Virginia
0,Bon Air,Virginia
0,Passapatanzy,Virginia
0,Lynchburg,Virginia
2,South Hill,Virginia
0,The Plains,Virginia
1,Ivor,Virginia
0,Exmore,Virginia
1,Plum Creek,Virginia
1,Norton,Virginia
0,New Hope,Virginia
0,Ashburn,Virginia
4,Clintwood,Virginia
0,Prices Fork,Virginia
0,Parrott,Virginia
2,Wachapreague,Virginia
0,Keller,Virginia
1,Brightwood,Virginia
4,New Kent,Virginia
0,Pulaski,Virginia
0,Lancaster,Virginia
0,Claremont,Virginia
0,Mantua,Virginia
1,Pembroke,Virginia
0,Nellysford,Virginia
0,Chester Gap,Virginia
0,North Shore,Virginia
0,Fort Hunt,Virginia
1,Baskerville,Virginia
0,Fort Chiswell,Virginia
0,Kilmarnock,Virginia
3,Wise,Virginia
0,Dranesville,Virginia
1,Glasgow,Virginia
1,Low Moor,Virginia
5,Vansant,Virginia
1,Craigsville,Virginia
1,Chamberlayne,Virginia
0,Saxis,Virginia
0,Manassas Park,Virginia
4,Hopewell,Virginia
0,Bristol,Virginia
0,Midland,Virginia
0,Troutville,Virginia
1,Stanleytown,Virginia
0,Mathews,Virginia
594,Virginia Beach,Virginia
1,Painter,Virginia
5,Lexington,Virginia
8,Christiansburg,Virginia
0,Glen Lyn,Virginia
2,Lawrenceville,Virginia
0,Rivanna,Virginia
0,Belspring,Virginia
0,Great Falls,Virginia
0,Ravensworth,Virginia
1,Bayside,Virginia
6,Ferrum,Virginia
2,Columbia,Virginia
4,Ridgeway,Virginia
1,Massanutten,Virginia
1,Branchville,Virginia
0,Independent Hill,Virginia
0,Winchester,Virginia
0,Centreville,Virginia
1,Raven,Virginia
0,Remington,Virginia
1,Captains Cove,Virginia
1,Mountain Road,Virginia
0,Opal,Virginia
0,Lansdowne,Virginia
0,East Lexington,Virginia
0,Cleveland,Virginia
1,Halifax,Virginia
0,Blackstone,Virginia
11,Elkton,Virginia
0,Rocky Mount,Virginia
0,Clifton,Virginia
0,Schuyler,Virginia
0,King and Queen Court House,Virginia
0,Greenbackville,Virginia
0,Emory,Virginia
0,Penhook,Virginia
2,King William,Virginia
0,Springville,Virginia
0,Big Island,Virginia
2,Mechanicsville,Virginia
2,Castlewood,Virginia
0,Groveton,Virginia
0,Seven Mile Ford,Virginia
0,Huntington,Virginia
0,Accomac,Virginia
2,Montross,Virginia
0,Dumbarton,Virginia
0,Chatham,Virginia
0,Hiwassee,Virginia
0,Montrose,Virginia
148,Sanford,Colorado
1434,Aurora,Colorado
1036,Avondale,Colorado
16,Alpine,Colorado
88,Pitkin,Colorado
110,Smeltertown,Colorado
56,Bethune,Colorado
861,Golden,Colorado
1247,Divide,Colorado
5,Amherst,Colorado
1175,Ward,Colorado
27,Norwood,Colorado
27,Grover,Colorado
78,La Junta Gardens,Colorado
741,Bennett,Colorado
0,Sugarloaf,Colorado
7,Walsh,Colorado
870,Elbert,Colorado
6,Louisville,Colorado
566,Elizabeth,Colorado
17,Valmont,Colorado
62,Hasty,Colorado
0,Holyoke,Colorado
534,Denver,Colorado
0,St. Ann Highlands,Colorado
7,Gleneagle,Colorado
1,Columbine,Colorado
817,Mead,Colorado
765,Keenesburg,Colorado
5,Cathedral,Colorado
0,Columbine Valley,Colorado
192,Oak Creek,Colorado
20,Ordway,Colorado
20,Segundo,Colorado
1001,Grand Junction,Colorado
316,Thornton,Colorado
3,Brandon,Colorado
0,Coal Creek,Colorado
0,El Moro,Colorado
340,Crested Butte,Colorado
0,Commerce City,Colorado
6,La Junta,Colorado
31,Guffey,Colorado
118,Lewis,Colorado
145,Fleming,Colorado
51,Rico,Colorado
1,Idalia,Colorado
153,Kremmling,Colorado
638,Montezuma,Colorado
1,Towner,Colorado
0,Leyner,Colorado
0,Green Mountain Falls,Colorado
9,Kersey,Colorado
42,Red Feather Lakes,Colorado
5,Stratmoor,Colorado
0,Stonegate,Colorado
26,Lamar,Colorado
14,Saguache,Colorado
29,Vernon,Colorado
0,Seven Hills,Colorado
565,Vail,Colorado
0,Crisman,Colorado
0,Hidden Lake,Colorado
1,Cokedale,Colorado
0,Sunshine,Colorado
4,Sheridan,Colorado
5,Maybell,Colorado
2,Edgewater,Colorado
0,Air Force Academy,Colorado
1,Allenspark,Colorado
6,Kim,Colorado
0,Campo,Colorado
6,Stonewall Gap,Colorado
42,Alamosa East,Colorado
0,Roxborough Park,Colorado
20,Colorado City,Colorado
0,La Jara,Colorado
4,Larkspur,Colorado
2,Woodland Park,Colorado
197,Snowmass Village,Colorado
0,Aguilar,Colorado
2,Wray,Colorado
2,Todd Creek,Colorado
62,Ramah,Colorado
5,Clifton,Colorado
364,Dotsero,Colorado
31,Atwood,Colorado
0,Altona,Colorado
8,Castle Rock,Colorado
3,South Fork,Colorado
23,Towaoc,Colorado
12,Holly,Colorado
11,Evergreen,Colorado
5,Cherry Hills Village,Colorado
34,Mountain Village,Colorado
0,Mountain Meadows,Colorado
9,Cattle Creek,Colorado
33,Walsenburg,Colorado
14,Ouray,Colorado
18,Burlington,Colorado
8,Cripple Creek,Colorado
0,Northglenn,Colorado
20,Ault,Colorado
131,Collbran,Colorado
6,Kit Carson,Colorado
2,Norrie,Colorado
0,Sawpit,Colorado
2,Colorado Springs,Colorado
310,Olathe,Colorado
1,Redvale,Colorado
2,Marble,Colorado
5,Blue River,Colorado
1,Milliken,Colorado
0,Trinidad,Colorado
131,Raymer,Colorado
0,Johnstown,Colorado
222,Winter Park,Colorado
0,North Washington,Colorado
5,Moffat,Colorado
0,Palisade,Colorado
6,Julesburg,Colorado
4,Springfield,Colorado
0,Grand View Estates,Colorado
11,Sugar City,Colorado
0,Manitou Springs,Colorado
41,Hugo,Colorado
2,Downieville-Lawson-Dumont,Colorado
14,Merino,Colorado
0,Meridian,Colorado
73,Aspen Park,Colorado
52,Akron,Colorado
1,Mulford,Colorado
0,Telluride,Colorado
3,Applewood,Colorado
0,Valdez,Colorado
7,Gunnison,Colorado
2,Eagle,Colorado
24,Johnson Village,Colorado
0,Swink,Colorado
0,Lyons,Colorado
2,Central City,Colorado
24,Seibert,Colorado
14,Hot Sulphur Springs,Colorado
3,Silverthorne,Colorado
0,Woody Creek,Colorado
1,Fruita,Colorado
84,Craig,Colorado
0,Aspen,Colorado
2,Ovid,Colorado
2,Cortez,Colorado
0,Salida,Colorado
3,Berthoud,Colorado
6,Minturn,Colorado
24,Otis,Colorado
0,Poncha Springs,Colorado
0,Blende,Colorado
28,Hooper,Colorado
1,La Salle,Colorado
2,Eldorado Springs,Colorado
0,Florissant,Colorado
0,Parshall,Colorado
7,Firestone,Colorado
0,Gold Hill,Colorado
5,Yuma,Colorado
22,Del Norte,Colorado
7,Monte Vista,Colorado
16,Fairplay,Colorado
0,Buena Vista,Colorado
104,Weldona,Colorado
39,Walden,Colorado
0,Colona,Colorado
15,Howard,Colorado
1,Breckenridge,Colorado
76,Crawford,Colorado
0,Nucla,Colorado
8,Indian Hills,Colorado
4,Aristocrat Ranchettes,Colorado
2,Crowley,Colorado
1,Sterling,Colorado
837,Timnath,Colorado
2,Vineland,Colorado
1,Wellington,Colorado
0,Salt Creek,Colorado
0,Mountain View,Colorado
0,Sherrelwood,Colorado
0,Naturita,Colorado
0,Orchard Mesa,Colorado
2,Englewood,Colorado
1,Castle Pines,Colorado
4,Wiggins,Colorado
3,Eads,Colorado
2,Orchard City,Colorado
0,Ridgway,Colorado
2,Brighton,Colorado
2,Aetna Estates,Colorado
3,Midland,Colorado
0,San Acacio,Colorado
0,Ponderosa Park,Colorado
6,Haxtun,Colorado
1,Hartman,Colorado
0,Morrison,Colorado
0,Ophir,Colorado
0,Bark Ranch,Colorado
1,Manzanola,Colorado
2,Laird,Colorado
0,Hotchkiss,Colorado
3,Tall Timber,Colorado
9,Crestone,Colorado
57,Westcliffe,Colorado
0,Boone,Colorado
416,Durango,Colorado
0,Woodmoor,Colorado
0,Lakewood,Colorado
2,Silver Plume,Colorado
0,Pueblo,Colorado
2,Alma,Colorado
0,Gerrard,Colorado
12,Dinosaur,Colorado
0,Kiowa,Colorado
0,Nunn,Colorado
3,San Luis,Colorado
0,Rock Creek Park,Colorado
0,Padroni,Colorado
4,Kittredge,Colorado
0,Loma,Colorado
2,De Beque,Colorado
1,Sedalia,Colorado
0,Hoehne,Colorado
0,Iliff,Colorado
37,Limon,Colorado
195,Florence,Colorado
1,Silver Cliff,Colorado
250,Ellicott,Colorado
0,Black Hawk,Colorado
6,Highlands Ranch,Colorado
94,Byers,Colorado
5,Dacono,Colorado
4,Meeker,Colorado
0,Greenwood Village,Colorado
0,Greeley,Colorado
40,Deer Trail,Colorado
22,New Castle,Colorado
20,Rye,Colorado
0,Coaldale,Colorado
0,Wiley,Colorado
3,Eckley,Colorado
0,Orchard,Colorado
0,Glenwood Springs,Colorado
4,Fraser,Colorado
0,Alamosa,Colorado
1,North La Junta,Colorado
0,Starkville,Colorado
15,Genoa,Colorado
0,Pine Brook Hill,Colorado
0,Red Cliff,Colorado
11,Portland,Colorado
11,Hayden,Colorado
7,Fountain,Colorado
0,Beulah Valley,Colorado
0,La Veta,Colorado
1,Rocky Ford,Colorado
0,Sheridan Lake,Colorado
0,Rifle,Colorado
4,Lochbuie,Colorado
2,Garfield,Colorado
0,Pritchett,Colorado
0,Blanca,Colorado
7,Sedgwick,Colorado
1,Cotopaxi,Colorado
1,Frisco,Colorado
0,Piedra,Colorado
0,Olney Springs,Colorado
2,Boulder,Colorado
0,Silt,Colorado
0,Fort Garland,Colorado
2,Phippsburg,Colorado
0,Branson,Colorado
0,Vona,Colorado
0,Berkley,Colorado
0,Flagler,Colorado
0,Bow Mar,Colorado
2,Foxfield,Colorado
0,Pierce,Colorado
0,Longmont,Colorado
4,Centennial,Colorado
3,Ignacio,Colorado
0,Carbondale,Colorado
4,Redlands,Colorado
0,Manassa,Colorado
8,Strasburg,Colorado
0,Lincoln Park,Colorado
12,Leadville,Colorado
26,Arriba,Colorado
4,Louviers,Colorado
0,Cascade-Chipita Park,Colorado
1,Conejos,Colorado
0,Granby,Colorado
0,Battlement Mesa,Colorado
0,Redstone,Colorado
0,Upper Bear Creek,Colorado
0,Black Forest,Colorado
9,Rangely,Colorado
6,Lake City,Colorado
1,Bonanza Mountain Estates,Colorado
2,Platteville,Colorado
3,Delta,Colorado
0,Paoli,Colorado
1,Hillrose,Colorado
1,Steamboat Springs,Colorado
7,The Pinery,Colorado
0,Rollinsville,Colorado
2,Granada,Colorado
2,Edwards,Colorado
0,Kirk,Colorado
3,Idaho Springs,Colorado
0,St. Mary's,Colorado
11,Broomfield,Colorado
0,Perry Park,Colorado
0,Cheyenne Wells,Colorado
0,Niwot,Colorado
124,Grand Lake,Colorado
2,Lafayette,Colorado
0,Jansen,Colorado
0,Ken Caryl,Colorado
8,Security-Widefield,Colorado
5,Pagosa Springs,Colorado
0,Heeney,Colorado
1,Peyton,Colorado
1,Loghill Village,Colorado
0,Joes,Colorado
0,Eldora,Colorado
4,Crook,Colorado
0,Victor,Colorado
0,Lazy Acres,Colorado
1,Derby,Colorado
1,Las Animas,Colorado
0,Fruitvale,Colorado
14,Estes Park,Colorado
0,Maysville,Colorado
0,Federal Heights,Colorado
4,Hudson,Colorado
2,Basalt,Colorado
0,Parachute,Colorado
0,Paragon Estates,Colorado
0,Brookside,Colorado
0,Leadville North,Colorado
0,Williamsburg,Colorado
1,Lone Tree,Colorado
0,Gunbarrel,Colorado
0,Superior,Colorado
6,Calhan,Colorado
0,McCoy,Colorado
2,East Pleasant View,Colorado
0,Rockvale,Colorado
2,Log Lane Village,Colorado
0,Silverton,Colorado
0,Jamestown,Colorado
2,Yampa,Colorado
3,Loveland,Colorado
0,Evans,Colorado
5,Paonia,Colorado
0,Bayfield,Colorado
3,Georgetown,Colorado
8,Peoria,Colorado
2,Dove Creek,Colorado
0,Penrose,Colorado
0,Bonanza,Colorado
0,Mount Crested Butte,Colorado
0,Frederick,Colorado
10,Fowler,Colorado
0,Fort Carson,Colorado
0,Parker,Colorado
0,Gilcrest,Colorado
0,West Pleasant View,Colorado
0,Wolcott,Colorado
0,Two Buttes,Colorado
1,Fort Lupton,Colorado
1,Littleton,Colorado
1,Glendale,Colorado
0,Dillon,Colorado
0,Tabernash,Colorado
9,Avon,Colorado
1,Palmer Lake,Colorado
3,Idledale,Colorado
0,Pueblo West,Colorado
13,Stratton,Colorado
0,Antonito,Colorado
0,Watkins,Colorado
8,Haswell,Colorado
1,Arvada,Colorado
0,Eaton,Colorado
0,Garden City,Colorado
0,Cimarron Hills,Colorado
0,Lakeside,Colorado
0,El Jebel,Colorado
0,Acres Green,Colorado
1,Windsor,Colorado
0,Romeo,Colorado
0,Vilas,Colorado
0,Center,Colorado
0,Genesee,Colorado
1,Chacra,Colorado
1,Fort Morgan,Colorado
2,Empire,Colorado
0,Severance,Colorado
1,Mancos,Colorado
0,Keystone,Colorado
0,Twin Lakes,Colorado
0,Gypsum,Colorado
0,Catherine,Colorado
0,Brush,Colorado
0,Franktown,Colorado
0,Westcreek,Colorado
0,Snyder,Colorado
0,Dolores,Colorado
0,Capulin,Colorado
1,Nederland,Colorado
0,Welby,Colorado
1,Arboles,Colorado
4,Fort Collins,Colorado
2,Laporte,Colorado
0,Peetz,Colorado
21,Simla,Colorado
0,Monument,Colorado
0,Copper Mountain,Colorado
0,Weston,Colorado
0,Cheraw,Colorado
0,Erie,Colorado
0,Goldfield,Colorado
3,Westminster,Colorado
1,Montrose,Colorado
1,Wheat Ridge,Colorado
0,Cedaredge,Colorado
1407,El Dorado Hills,California
1165,Lemon Cove,California
1179,Dillon Beach,California
114,Redcrest,California
1252,Madera,California
399,Brooktrails,California
596,Geyserville,California
1209,Delhi,California
1397,Stanton,California
406,Cobb,California
746,Amador City,California
1379,Vallejo,California
1362,Scotts Valley,California
125,Fish Camp,California
1397,Alpine,California
882,Rowland Heights,California
527,Alta,California
233,North San Juan,California
40,Mountain Mesa,California
1176,Shafter,California
15,Bombay Beach,California
791,Fairfax,California
104,Round Mountain,California
552,Avocado Heights,California
893,Dunnigan,California
82,Strathmore,California
860,Inglewood,California
456,Randsburg,California
418,Granite Hills,California
982,Burlingame,California
85,Keddie,California
1242,Lodi,California
1292,Saticoy,California
397,Avery,California
1139,Spreckels,California
42,South Whittier,California
146,Boron,California
1352,Cherry Valley,California
587,Milpitas,California
456,El Sobrante,California
6,Exeter,California
865,Whitewater,California
4,Inyokern,California
392,Rackerby,California
3,Adin,California
590,Lake Nacimiento,California
9,Live Oak,California
80,Fort Jones,California
38,Rancho Cordova,California
0,Black Point-Green Point,California
325,Manhattan Beach,California
1029,Montecito,California
22,El Monte,California
4,Bostonia,California
915,Palo Cedro,California
4,Belmont,California
713,Robbins,California
0,Woodacre,California
7,Willowbrook,California
68,Mather,California
1139,Los Berros,California
29,Waterloo,California
8,Callender,California
3,Carmet,California
28,Yosemite Lakes,California
837,Buckhorn,California
257,Edmundson Acres,California
59,Grenada,California
891,Montclair,California
25,Buck Meadows,California
23,Grimes,California
14,Hayfork,California
656,Indio,California
80,Sierra City,California
483,Mission Hills,California
8,Valley Acres,California
12,Montebello,California
11,Newell,California
4,Parksdale,California
0,Graton,California
35,Livingston,California
505,Traver,California
128,Floriston,California
0,Montague,California
92,Mesa,California
0,Lompico,California
1098,Hidden Meadows,California
5,Lindsay,California
0,Bass Lake,California
11,Calimesa,California
3,Thousand Palms,California
556,Modesto,California
12,Pico Rivera,California
7,East Rancho Dominguez,California
103,Maricopa,California
26,Wilton,California
112,Ocotillo,California
89,Klamath,California
754,Costa Mesa,California
12,Oceano,California
309,Colusa,California
78,Hidden Valley Lake,California
14,Caruthers,California
735,Potrero,California
3,Laton,California
74,Hiouchi,California
1,Fuller Acres,California
3,Herald,California
14,Furnace Creek,California
836,Lucerne Valley,California
10,Volcano,California
11,Redding,California
692,Concord,California
2,West Modesto,California
220,Golden Hills,California
4,Santa Fe Springs,California
17,Fellows,California
0,Forestville,California
884,Los Molinos,California
7,Banning,California
3,Sacramento,California
20,Independence,California
92,Spring Valley Lake,California
1,Valley Ford,California
1,Plumas Eureka,California
207,Westside,California
77,Country Club,California
0,East Quincy,California
7,Rancho San Diego,California
0,Lewiston,California
0,Bonadelle Ranchos-Madera Ranchos,California
2,Teviston,California
1,Lagunitas-Forest Knolls,California
7,Palo Alto,California
2,Pearsonville,California
20,Bonita,California
2,Del Rio,California
11,Danville,California
0,Casa de Oro-Mount Helix,California
0,Cloverdale,California
6,La Quinta,California
0,Roseland,California
650,Big Bear City,California
10,Chinese Camp,California
0,Washington,California
0,San Jacinto,California
63,Carrick,California
534,Meadow Vista,California
4,Old Fig Garden,California
11,Likely,California
0,Riverdale Park,California
280,Tulelake,California
3,Las Flores,California
3,Biola,California
0,San Mateo,California
857,Livermore,California
8,Diablo Grande,California
1,Idyllwild-Pine Cove,California
17,Morongo Valley,California
0,Thornton,California
274,San Diego,California
16,Bermuda Dunes,California
7,Copperopolis,California
1,La Crescenta-Montrose,California
66,Pine Canyon,California
0,Brookdale,California
481,Signal Hill,California
414,Stirling City,California
10,Loma Rica,California
0,Tamalpais-Homestead Valley,California
443,Tuttle,California
0,West Park,California
13,Pleasanton,California
294,March ARB,California
224,Big Lagoon,California
327,Muscoy,California
11,West Covina,California
6,Bellflower,California
193,Allensworth,California
7,Fort Dick,California
12,Rancho Cucamonga,California
2,Rio del Mar,California
4,Agoura Hills,California
323,St. Helena,California
70,Dorris,California
259,Lenwood,California
3,Garberville,California
3,Carmichael,California
6,Richvale,California
7,New Cuyama,California
1,Tomales,California
1,Anza,California
654,Ballard,California
8,Jacumba,California
0,Westley,California
27,Romoland,California
39,Santa Ana,California
2,Sunol,California
983,Lancaster,California
8,Moorpark,California
3,Graeagle,California
0,Descanso,California
6,Isleton,California
12,Orange Cove,California
153,Pollock Pines,California
0,Macdoel,California
6,Vernon,California
14,West Sacramento,California
0,San Geronimo,California
3,Parlier,California
2,Long Barn,California
310,Calexico,California
235,Fairhaven,California
0,Compton,California
12,San Andreas,California
3,Courtland,California
15,Herlong,California
0,Desert Edge,California
15,Chester,California
38,Fort Bragg,California
0,Bootjack,California
7,Wheatland,California
6,Chino,California
0,Valley Ranch,California
1,Valley Center,California
23,Prunedale,California
8,Taft Heights,California
0,Twain,California
10,Grizzly Flats,California
0,Junction City,California
93,Victorville,California
0,Taft Mosswood,California
1,Cedarville,California
14,Onyx,California
3,Downieville,California
9,Rolling Hills,California
73,Mesa Verde,California
4,Sheridan,California
3,Hickman,California
7,Mission Canyon,California
0,Running Springs,California
0,Davenport,California
0,La Honda,California
7,Posey,California
0,Jamul,California
1,Ladera Heights,California
7,Searles Valley,California
2,Kingsburg,California
102,Leona Valley,California
3,Oakville,California
849,Elmira,California
6,Auburn Lake Trails,California
0,Lake Almanor Peninsula,California
1,Eldridge,California
1,Shoshone,California
2,Coachella,California
4,Toro Canyon,California
0,Greenview,California
5,Villa Park,California
0,Campo,California
457,Morgan Hill,California
1,Imperial Beach,California
468,Norco,California
0,Riverdale,California
9,Los Altos,California
12,Rolling Hills Estates,California
0,Middletown,California
21,Sun Village,California
0,Pismo Beach,California
3,Campbell,California
10,Fountain Valley,California
1,Trona,California
1,Keeler,California
5,Carmel Valley Village,California
31,El Centro,California
0,Torrance,California
11,Oakdale,California
10,San Juan Bautista,California
0,Holtville,California
3,East Orosi,California
5,Newcastle,California
1,Vacaville,California
0,Quartz Hill,California
0,Chualar,California
9,Palermo,California
107,Nice,California
309,Seaside,California
6,Simi Valley,California
0,Plainview,California
2,Beckwourth,California
36,Willows,California
0,Menlo Park,California
0,Valley Home,California
8,North Highlands,California
638,Mission Viejo,California
2,Alamo,California
3,Rail Road Flat,California
6,Thermalito,California
0,Lomita,California
1,Potter Valley,California
1,Indian Wells,California
0,Lower Lake,California
373,Burbank,California
2,Casa Conejo,California
1,Rosedale,California
0,Coronado,California
1,Warm Springs,California
0,Dustin Acres,California
138,Yucca Valley,California
1,Maxwell,California
4,Upland,California
4,El Cerrito,California
16,Shingletown,California
10,Anderson,California
3,Bloomington,California
1,Palm Springs,California
0,Atherton,California
31,Needles,California
3,Clipper Mills,California
1,Weldon,California
5,Altadena,California
0,National City,California
7,Foresthill,California
0,American Canyon,California
8,Plymouth,California
1,Rialto,California
2,Rohnert Park,California
2,Dinuba,California
0,Pacific Grove,California
20,Rosamond,California
12,Roseville,California
1,Occidental,California
277,Vista,California
30,Phelan,California
0,Sunnyside,California
105,Johnstonville,California
2,Inverness,California
1,Acton,California
326,Pasadena,California
0,Alleghany,California
0,Tres Pinos,California
8,Castaic,California
4,Stonyford,California
6,Covelo,California
22,Vandenberg Village,California
18,Cambria,California
2,Miranda,California
1,Amesti,California
1,Planada,California
2,Hyampom,California
0,Gold Mountain,California
1,China Lake Acres,California
5,Valle Vista,California
2,Los Alamos,California
1,Newark,California
2,Santee,California
0,Mi-Wuk Village,California
0,Sereno del Mar,California
0,Walnut Park,California
6,Santa Paula,California
20,San Ardo,California
0,Del Rey,California
0,Mono Vista,California
9,Lake Forest,California
0,Sonora,California
9,Dobbins,California
2,Newport Beach,California
0,Peters,California
3,Santa Clara,California
1,Pine Valley,California
9,Laguna Woods,California
0,Penngrove,California
0,Elizabeth Lake,California
0,Montara,California
0,Lennox,California
1,Barstow,California
1,Walnut Grove,California
2,Redway,California
0,Pajaro,California
1,Mesa Vista,California
277,Azusa,California
0,Half Moon Bay,California
0,Los Gatos,California
0,Pinole,California
1,Hoopa,California
0,San Anselmo,California
0,San Martin,California
658,Auberry,California
0,Sky Valley,California
1,Easton,California
2,McKinleyville,California
10,Alto,California
0,Sausalito,California
0,Highlands-Baywood Park,California
3,Allendale,California
0,Rosemont,California
2,Dublin,California
289,San Lorenzo,California
0,Day Valley,California
5,Paxton,California
10,Seacliff,California
0,Stockton,California
0,Angwin,California
0,Tecopa,California
7,Durham,California
0,Orcutt,California
0,Emerald Lake Hills,California
5,Guinda,California
1,Salton Sea Beach,California
8,Fairfield,California
2,Vineyard,California
8,North Edwards,California
7,Rosemead,California
21,Milford,California
4,Honcut,California
4,Escalon,California
1,Rossmoor,California
0,Ojai,California
8,Placerville,California
2,South El Monte,California
1,Millville,California
2,Temescal Valley,California
0,Diablo,California
8,Panorama Heights,California
0,Fulton,California
2,Rancho Mirage,California
3,Yuba City,California
0,San Diego Country Estates,California
1,Capitola,California
0,Lanare,California
17,Rancho Santa Margarita,California
1,North Shore,California
0,Interlaken,California
5,Coleville,California
432,Knightsen,California
0,Mendocino,California
11,Dunsmuir,California
0,Kings Beach,California
1,Myers Flat,California
4,Corona,California
0,East Shore,California
2,Yreka,California
0,Beaumont,California
0,Bear Creek,California
0,San Pablo,California
1,Alpine Village,California
2,Dorrington,California
2,Smith River,California
8,Oakley,California
0,Agua Dulce,California
20,McArthur,California
1,Oroville East,California
0,Meridian,California
24,Dixon Lane-Meadow Creek,California
2,Chino Hills,California
2,Bonsall,California
9,Folsom,California
1,Susanville,California
0,San Rafael,California
37,Calabasas,California
0,Cuyama,California
0,Wawona,California
0,Concow,California
0,Westlake Village,California
0,Sisquoc,California
4,Jackson,California
0,Trowbridge,California
1,Calistoga,California
3,Ladera Ranch,California
7,Cleone,California
0,Ford City,California
13,University of California-Davis,California
11,Marina,California
373,San Clemente,California
1,Whittier,California
19,Mono City,California
0,Laguna Beach,California
3,Kernville,California
3,Ripon,California
0,Bella Vista,California
1,Hydesville,California
33,Niland,California
0,Bodega Bay,California
0,Calpine,California
5,Hat Creek,California
0,Boulevard,California
3,Carson,California
1,Guadalupe,California
0,Elkhorn,California
0,Delleker,California
13,Huntington Beach,California
1,Williams,California
0,Solvang,California
0,Sebastopol,California
423,Elk Grove,California
19,Ripley,California
13,Corning,California
0,Crestline,California
5,Irvine,California
1,San Marino,California
3,Cherryland,California
7,Baldwin Park,California
4,Bertsch-Oceanview,California
7,Fair Oaks,California
0,Arroyo Grande,California
90,Sunnyside-Tahoe City,California
10,Orland,California
0,Alhambra Valley,California
3,Hughson,California
0,Santa Nella,California
151,Mendota,California
0,Zayante,California
0,Bonny Doon,California
2,Marysville,California
434,Tracy,California
5,Winters,California
1,Tehachapi,California
0,Mabie,California
2,East Whittier,California
0,Florence-Graham,California
0,Los Alamitos,California
0,Mad River,California
7,Madison,California
3,Salida,California
1,Ivanhoe,California
0,San Carlos,California
5,Wasco,California
0,Magalia,California
0,North Richmond,California
0,Cassel,California
2,Hesperia,California
0,Tupman,California
0,Prattville,California
64,Home Garden,California
0,Fairview,California
0,Storrie,California
0,Almanor,California
3,San Marcos,California
0,El Segundo,California
0,Keyes,California
0,Mineral,California
1,La Palma,California
0,Meiners Oaks,California
16,Broadmoor,California
2,Darwin,California
0,Little Valley,California
0,Weott,California
0,August,California
0,Fowler,California
0,Yountville,California
1,Willits,California
1,Big Bear Lake,California
4,Clayton,California
9,Camarillo,California
0,Mayflower Village,California
0,Piru,California
4,Buena Vista,California
1,Saratoga,California
0,Bodega,California
0,La Presa,California
0,Channel Islands Beach,California
0,Del Aire,California
2,Shaver Lake,California
0,Stinson Beach,California
0,Oxnard,California
5,Valley Springs,California
23,San Luis Obispo,California
1,Yucaipa,California
402,Gilroy,California
783,Temecula,California
0,Kenwood,California
2,La Mesa,California
0,Escondido,California
2,Hilmar-Irwin,California
0,Verdi,California
9,Penryn,California
1,Arnold,California
2,Blackhawk,California
0,Greeley Hill,California
70,King City,California
2,Alta Sierra,California
0,Centerville,California
6,Woodland,California
0,Tiburon,California
0,Manila,California
1,Santa Margarita,California
10,Camp Nelson,California
8,Oceanside,California
3,South San Jose Hills,California
0,Weed,California
1,Mountain House,California
0,Big Bend,California
0,Boyes Hot Springs,California
0,Lake Davis,California
0,Alturas,California
3,Daly City,California
0,London,California
0,Eureka,California
15,Aliso Viejo,California
7,Sunnyvale,California
0,Soda Bay,California
8,Cathedral City,California
0,East Richmond Heights,California
0,Hermosa Beach,California
0,Lake Almanor Country Club,California
0,Brisbane,California
0,Cerritos,California
0,Corte Madera,California
0,Tobin,California
0,Mountain View,California
1,Pleasure Point,California
0,Ross,California
0,Ponderosa,California
7,Firebaugh,California
19,Selma,California
0,Portola Valley,California
6,Walnut Creek,California
0,Ferndale,California
0,Fortuna,California
0,Artesia,California
0,Kennedy,California
2,Salinas,California
5,Rancho Santa Fe,California
0,Burnt Ranch,California
1,Clay,California
1,Rio Vista,California
2,Hayward,California
0,Jamestown,California
0,San Miguel,California
3,College City,California
8,Colfax,California
89,June Lake,California
0,Yankee Hill,California
0,Lucas Valley-Marinwood,California
4,Douglas City,California
4,Pioneer,California
0,Eucalyptus Hills,California
1,Boulder Creek,California
3,McFarland,California
0,Mountain Center,California
0,Tonyville,California
2,El Paso de Robles,California
0,Palmdale,California
0,Nicasio,California
2,McClellan Park,California
2,Industry,California
